"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1910893228766929384","Sat Apr 12 03:10:23 +0000 2025","2","Hai #TemanPemilih KPU Kabupaten Kepulauan Talaud melaksanakan rapat pleno terbuka rekapitulasi hasil penghitungan perolehan suara PSU pasca putusan MK pada pemilihan Bupati dan Wakil Bupati kepulauan talaud tahun 2024 Jumat (11/4/2025 https://t.co/XtKmPdJoE1 #KPUMelayani https://t.co/IgjVvNKGbq","1910893228766929384","https://pbs.twimg.com/media/GoTbQjwXYAA7a1N.jpg","","in","","0","1","0","https://x.com/undefined/status/1910893228766929384","1378925999828652039",
"1910875740725461218","Sat Apr 12 02:00:53 +0000 2025","2","#Temanpemilih Kabupaten Empat Lawang Ingaat 7 hari lagi gunakan hak pilihmu pada Pemungutan Suara Ulang (PSU) Pemilihan Bupati dan Wakil Bupati Kabupaten Empat Lawang pada 19 April 2025 #KPUMelayani #Pemilihanserentak2024 @kpu_ri https://t.co/MnK2SCoOuk","1910875740725461218","https://pbs.twimg.com/media/GoTLSk9XIAAT6GC.jpg","","in","","0","1","3","https://x.com/undefined/status/1910875740725461218","704504615287427074",
"1910874777692373099","Sat Apr 12 01:57:03 +0000 2025","2","#Temanpemilih Anggota KPU Sumsel Divisi Perencanaan Daya dan Informasi Bapak Abu Yamin memonitoring tahapan sortir lipat surat suara Pemungutan Suara Ulang (PSU) Pemilihan Bupati dan Wakil Bupati Empat Lawang pasca putusan Mahkamah Konstitusi Jum'at (11/4/2025). #KPUMelayani https://t.co/THUNBQu6mt","1910874777692373099","https://pbs.twimg.com/media/GoTKRMIW0AAO038.jpg","","in","","0","1","1","https://x.com/undefined/status/1910874777692373099","704504615287427074",
"1910847460647326065","Sat Apr 12 00:08:31 +0000 2025","2","#TemanPemilih Ketua KPU RI memantau kesiapan logistik untuk Pemungutan Suara Ulang (PSU) dalam Pemilihan Bupati dan Wakil Bupati Serang Tahun 2024 pasca Putusan Mahkamah Konstitusi Jumat (11/4/2025) #KPUMelayani https://t.co/tjulTvGOI6","1910847460647326065","https://pbs.twimg.com/media/GoSxo0uW0AEw4Rq.jpg","","in","","0","0","1","https://x.com/undefined/status/1910847460647326065","2938770692",
"1910824687866913230","Fri Apr 11 22:38:01 +0000 2025","0","Plt. Kabid E-Gov Patricia Yulia Sitinjak S.H https://t.co/OCATCgXM0R. didampingi Para Kasi menghadiri Rapat Putusan mahkamah Konstitusi bahwa terdapat daerah yang akan melakukan pilkada ulang dan Pemungutan Suara Ulang terhadap hasil Pemilihan Kepala Daerah Serentak Tahun 2024. https://t.co/DBwo0wlTeW","1910824687866913230","https://pbs.twimg.com/media/GoSc7K5akAAcy79.jpg","","in","","0","0","0","https://x.com/undefined/status/1910824687866913230","1073566031464030209",
"1910720285508280671","Fri Apr 11 15:43:10 +0000 2025","0","Pengamanan Debat Publik PSU Pilkada Polres Kukar Kerahkan Ratusan Personil Kukar - Polres Kukar perketat pengamanan Debat Publik Pemungutan Suara Ulang (PSU) Pemilihan Kepala Daerah (Pilkada) yang diselenggarakan KPU Rabu (9/4). https://t.co/4V7icUfdxC","1910720285508280671","https://pbs.twimg.com/media/GoQ9-IbaMAAJE_1.jpg","","in","","0","0","0","https://x.com/undefined/status/1910720285508280671","1184635253127708672",
"1910710403828768983","Fri Apr 11 15:03:54 +0000 2025","0","Balikpapan Dalam rangka mendukung kelancaran pelaksanaan Pemilihan Suara Ulang (PSU) di wilayah Kabupaten Kutai Kartanegara (Kukar) dan Kabupaten Mahakam Ulu Bid Dokkes Polda Kaltim laksanakan pemeriksaan kesehatan terhadap ratusan personel BKO Jumat (11/4/2025). https://t.co/9Zy1DNH9TK","1910710403828768983","https://pbs.twimg.com/media/GoQ0-83aIAAykfG.jpg","","in","","0","0","0","https://x.com/undefined/status/1910710403828768983","1184635253127708672",
"1910695109924184356","Fri Apr 11 14:03:07 +0000 2025","0","#Repost @kpuprovsumsel #Temanpemilih Kabupaten Empat Lawang Ingaat 8 hari lagi gunakan hak pilihmu pada Pemungutan Suara Ulang (PSU) Pemilihan Bupati dan Wakil Bupati Kabupaten Empat Lawang pada 19 April 2025 #KPUMelayani #Pemilihanserentak2024 @kpu_ri https://t.co/FYlwjZNOdJ","1910695109924184356","https://pbs.twimg.com/media/GoQnEQEbYAM1dJe.jpg","","in","","0","0","0","https://x.com/undefined/status/1910695109924184356","1366025440532467717",
"1910663097372860629","Fri Apr 11 11:55:55 +0000 2025","1","Hai #TemanPemilih Berikut ini adalah Pengumuman tentang penetapan rekapitulasi hasil penghitungan perolehan suara pemungutaan suara ulang pasca putusan mahkamah konstitusi pada pemilihan Bupati dan Wakil Bupati kepulauan talaud tahun 2024 https://t.co/2TJnX7ge7S #KPUMelayani https://t.co/D9hfsGESIN","1910663097372860629","https://pbs.twimg.com/media/GoQJ9hja0AA-Z-w.jpg","","in","","0","0","0","https://x.com/undefined/status/1910663097372860629","1378925999828652039",
"1910634210748170625","Fri Apr 11 10:01:08 +0000 2025","0","*Siap Amankan Pemilihan Suara Ulang Ratusan Personel Polda Kaltim Cek Kesehatan* https://t.co/OjxmQxGuKC https://t.co/1Dxv3SxTQh","1910634210748170625","","","in","","0","0","0","https://x.com/undefined/status/1910634210748170625","1262290263872950273",
